NU_INSCRICAO;TP_FAIXA_ETARIA;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q025
2,10E+11;14;F;1;3;1;1;16;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;M;1;1;1;2;0;2;1;0;3201506;Colatina;32;ES;3201506;Colatina;32;ES;2;1;1;1;1;1;1;574.5;569.2;537;535.5;0;1;140;180;120;140;140;720;B
2,10E+11;3;M;1;2;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;4;1;1;1;1;1;1;479;504.8;531.6;419.3;0;1;100;180;120;120;100;620;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;3201209;Cachoeiro de Itapemirim;32;ES;3201209;Cachoeiro de Itapemirim;32;ES;2;1;1;1;1;1;1;551;555;550.8;668.5;0;1;160;180;160;200;200;900;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3205101;Viana;32;ES;3205101;Viana;32;ES;2;1;1;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;11;M;1;3;1;1;10;1;;0;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;8;M;1;1;1;1;6;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;457.8;583.5;488.4;557.1;0;1;120;120;120;120;120;600;B
2,10E+11;11;M;1;3;1;1;8;1;;0;;;;;3202405;Guarapari;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;M;1;1;1;1;1;1;;0;;;;;3204708;São Gabriel da Palha;32;ES;;;;1;1;1;1;644.2;649.5;666.6;799.8;0;1;160;200;180;200;200;940;B
2,10E+11;15;F;2;3;1;1;16;1;;0;;;;;3204609;Santa Teresa;32;ES;;;;1;1;1;1;432.3;544;480.3;564.3;1;1;120;40;40;120;40;360;B
2,10E+11;5;F;1;1;1;1;3;1;;0;;;;;3201902;Domingos Martins;32;ES;;;;1;1;1;1;420.2;498.3;487.3;429.1;0;1;120;180;120;160;140;720;B
2,10E+11;4;M;1;1;1;2;0;2;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;511.1;607.6;564.2;386.6;0;1;120;120;120;120;140;620;B
2,10E+11;12;M;1;1;1;1;14;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;652.8;670;626.2;699.2;0;1;120;120;140;120;80;580;B
2,10E+11;4;F;1;1;1;1;1;1;;0;;;;;3200607;Aracruz;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3204906;São Mateus;32;ES;;;;1;0;0;1;431.9;;;462.9;1;;;;;;;;B
2,10E+11;14;M;3;3;1;1;0;1;;0;;;;;3201902;Domingos Martins;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;M;1;2;1;2;0;2;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;1;F;1;1;1;3;0;1;;1;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;431.7;570.5;506.9;606.1;0;1;140;180;120;180;120;740;B
2,10E+11;12;F;1;1;1;1;14;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;1;1;0;;440.9;561.8;;0;1;100;120;100;100;80;500;B
2,10E+11;13;F;2;3;1;1;16;1;;0;;;;;3204559;Santa Maria de Jetibá;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;7;M;1;3;1;1;3;1;;0;;;;;3204906;São Mateus;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;3;1;2;0;2;1;0;3201506;Colatina;32;ES;3201506;Colatina;32;ES;1;1;1;1;1;1;1;592.7;535.6;460.8;411.5;0;1;160;180;140;160;160;800;B
2,10E+11;5;F;1;3;1;1;1;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;463.9;578.2;568.4;536.4;1;1;120;120;120;120;80;560;B
2,10E+11;8;F;1;3;1;1;0;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;456.4;482.7;545.4;562;0;1;120;200;140;160;200;820;B
2,10E+11;4;F;1;1;1;2;0;2;1;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;564.4;536.3;560.7;439.2;1;1;120;200;140;140;180;780;B
2,10E+11;5;F;1;3;1;1;1;1;;0;;;;;3200201;Alegre;32;ES;;;;1;1;1;1;582.3;542.7;469.5;459.6;0;1;140;80;120;140;0;480;B
2,10E+11;16;F;2;1;1;1;16;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;12;F;1;1;1;1;14;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;424;551.1;591.4;641.2;1;1;120;120;80;100;60;480;B
2,10E+11;5;M;1;1;1;1;3;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;1;F;1;0;1;3;0;1;;1;;;;;3202405;Guarapari;32;ES;;;;1;1;1;1;576.2;571;544.7;625.7;1;1;160;160;140;120;60;640;B
2,10E+11;11;F;1;4;1;1;0;1;;0;;;;;3204906;São Mateus;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;A
2,10E+11;2;F;1;1;1;3;0;1;;1;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;569.9;586;586;584.3;0;1;160;180;160;180;200;880;B
2,10E+11;4;F;1;4;1;2;0;2;;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;450.6;543.7;495;523.3;1;1;120;120;120;120;120;600;B
2,10E+11;1;M;1;3;1;3;0;1;;1;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;536.5;585.1;526.7;548.5;0;1;140;200;120;160;200;820;B
2,10E+11;5;F;1;3;1;2;0;2;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;423.3;484.8;358.5;419.2;1;1;120;140;100;120;80;560;B
2,10E+11;3;F;1;2;2;2;0;2;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;2;1;1;1;1;1;1;591.3;536.2;557.4;595.8;1;1;120;160;120;120;140;660;B
2,10E+11;4;M;1;2;1;1;1;1;;0;;;;;3202405;Guarapari;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;1;1;2;0;3;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;4;1;1;1;1;1;1;626.6;595.5;547.1;688.4;0;1;180;200;160;200;200;940;B
2,10E+11;4;F;1;2;1;1;1;1;;0;;;;;3203502;Montanha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;11;M;1;2;1;1;12;1;;0;;;;;3200607;Aracruz;32;ES;;;;1;1;1;1;503.3;407.9;408.2;388;0;1;100;120;100;120;40;480;B
2,10E+11;2;F;1;1;1;2;0;2;1;0;3203205;Linhares;32;ES;3203205;Linhares;32;ES;2;1;1;1;1;1;1;535.5;566.4;573;601.3;1;1;100;200;140;160;160;760;B
2,10E+11;4;F;1;3;1;2;0;3;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;4;1;1;1;1;1;1;586.3;571.7;620.8;579.5;0;1;160;180;160;160;160;820;B
2,10E+11;5;M;1;3;1;1;2;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;563.1;563;559.9;678.6;1;1;100;120;120;140;100;580;B
2,10E+11;4;M;1;1;1;1;2;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;M;1;3;1;2;0;3;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;585.7;541.5;494.2;627.9;0;1;140;180;120;160;200;800;B
2,10E+11;11;M;1;2;1;1;0;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;14;F;2;3;1;1;16;1;;0;;;;;3202405;Guarapari;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;7;M;1;1;1;1;4;1;;0;;;;;3205069;Venda Nova do Imigrante;32;ES;;;;1;1;1;1;472.3;501.2;327;507;1;1;140;160;140;140;140;720;B
2,10E+11;7;F;1;3;1;1;5;1;;0;;;;;3201506;Colatina;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;6;M;1;3;1;1;3;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;476.7;625.2;562.8;684;0;4;0;0;0;0;0;0;B
2,10E+11;6;F;1;1;1;1;2;1;;0;;;;;3203502;Montanha;32;ES;;;;1;1;1;1;425.1;483.9;475.7;395.2;0;3;0;0;0;0;0;0;B
2,10E+11;3;F;1;3;1;2;0;3;1;0;3201209;Cachoeiro de Itapemirim;32;ES;3201209;Cachoeiro de Itapemirim;32;ES;4;1;1;1;1;1;1;561.2;573.9;569.2;700.1;0;1;160;200;160;180;200;900;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;457.8;431.7;524.6;614.5;1;1;120;120;120;100;160;620;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3205069;Venda Nova do Imigrante;32;ES;3205069;Venda Nova do Imigrante;32;ES;1;1;1;1;1;1;1;528.6;591.4;567.3;623.2;1;1;120;120;140;140;160;680;B
2,10E+11;6;F;1;1;1;1;3;1;;0;;;;;3201407;Castelo;32;ES;;;;1;1;1;1;542;597.2;447.6;700.6;1;1;160;200;160;140;140;800;B
2,10E+11;3;M;1;1;1;2;0;2;1;0;3202405;Guarapari;32;ES;3205309;Vitória;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;1;1;3;0;1;;1;;;;;3200904;Barra de São Francisco;32;ES;;;;1;1;1;1;454.6;535.6;512.4;513.9;1;1;120;200;120;120;140;700;B
2,10E+11;3;F;1;3;2;1;1;1;;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;425.7;523.5;580.4;566.4;0;1;140;120;140;120;160;680;B
2,10E+11;7;F;1;3;1;1;4;1;;0;;;;;3203908;Nova Venécia;32;ES;;;;1;1;1;1;491.6;416.5;556;626.7;1;1;140;160;120;160;180;760;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3202207;Fundão;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;617.3;609.8;605.7;641.7;0;1;140;120;120;120;140;640;B
2,10E+11;13;F;2;2;1;1;16;1;;0;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;F;1;1;1;2;0;2;1;0;3201209;Cachoeiro de Itapemirim;32;ES;3201209;Cachoeiro de Itapemirim;32;ES;2;1;1;1;1;1;1;395.1;432.4;440;430.8;1;1;80;120;80;100;100;480;B
2,10E+11;4;F;1;2;1;1;1;1;;0;;;;;3204559;Santa Maria de Jetibá;32;ES;;;;1;1;1;1;460;536.7;530.6;382.2;1;1;100;120;80;80;100;480;B
2,10E+11;8;F;1;2;1;1;0;1;;0;;;;;3203502;Montanha;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;F;1;1;1;1;1;1;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;515.5;586.9;559.2;743.7;0;1;160;160;140;120;180;760;B
2,10E+11;3;F;1;3;1;2;0;3;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;4;1;1;1;1;1;1;645.9;637.7;549;824.4;0;1;160;200;180;200;200;940;B
2,10E+11;13;F;2;1;1;1;9;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;11;F;1;3;1;1;9;1;;0;;;;;3205101;Viana;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;521.7;597.7;596.5;526.3;1;1;140;140;140;140;200;760;B
2,10E+11;3;M;0;3;1;2;0;2;1;0;3205002;Serra;32;ES;3205309;Vitória;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;2;1;1;1;1;1;1;409.9;364.4;345.3;351.2;1;1;120;140;100;100;100;560;B
2,10E+11;1;F;1;1;1;3;0;1;;1;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;11;M;1;3;1;1;10;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;537;629;617.6;680.1;0;1;120;140;120;120;100;600;B
2,10E+11;10;M;1;3;1;1;7;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;496.6;484.7;492.5;534.8;1;1;120;120;120;140;160;660;A
2,10E+11;16;F;1;3;1;1;16;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;439.2;539.4;536.2;452.6;1;1;120;140;120;120;100;600;A
2,10E+11;4;M;1;3;1;2;0;2;1;0;3204559;Santa Maria de Jetibá;32;ES;3201902;Domingos Martins;32;ES;1;2;1;1;1;1;1;501.1;565.4;551;464;0;1;160;180;140;160;160;800;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3203908;Nova Venécia;32;ES;;;;1;1;1;1;501.3;491.8;504.3;429;1;1;120;100;140;120;180;660;B
2,10E+11;11;M;1;3;1;1;7;1;;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;499.9;575.1;525.3;559.2;0;1;120;120;100;100;140;580;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;473;554.7;541.6;586.5;1;1;100;120;100;100;100;520;B
2,10E+11;3;F;1;0;1;2;0;2;1;0;3201308;Cariacica;32;ES;3201308;Cariacica;32;ES;2;1;1;0;1;1;0;;493.6;445.1;;0;4;0;0;0;0;0;0;B
2,10E+11;8;F;1;3;1;1;6;1;;0;;;;;3201506;Colatina;32;ES;;;;0;1;1;0;;513.1;499.5;;1;1;100;120;80;120;60;480;B
2,10E+11;10;M;1;2;1;1;0;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;3;1;3;0;1;;1;;;;;3200201;Alegre;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;M;1;1;1;2;0;2;1;0;3202405;Guarapari;32;ES;3202405;Guarapari;32;ES;1;1;1;1;1;1;1;509;641.7;605.9;734.7;0;1;160;200;160;180;180;880;B
2,10E+11;6;F;1;1;1;1;3;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;472.6;553.1;480.9;542.6;0;1;120;140;120;120;140;640;B
2,10E+11;11;M;1;3;1;1;10;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;5;M;1;2;1;1;3;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;1;1;0;;514.8;496.8;;0;1;120;200;120;120;160;720;B
2,10E+11;1;F;1;5;1;3;0;1;;1;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;386.3;534.8;516.3;548.9;0;1;120;120;120;120;0;480;A
2,10E+11;2;M;1;3;1;2;0;2;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;440.7;427.3;465.3;415.1;0;1;120;120;120;120;140;620;B
2,10E+11;8;F;2;3;1;1;5;1;;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;571.5;560.3;554.4;633.9;0;1;120;120;100;120;100;560;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3205101;Viana;32;ES;3205101;Viana;32;ES;2;1;1;1;1;1;1;471.4;447.1;524.2;424.3;0;1;80;120;80;100;80;460;B
2,10E+11;4;M;1;1;1;1;1;1;;0;;;;;3203205;Linhares;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;5;F;1;2;1;2;0;2;1;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;499;462.2;493.8;414.2;0;1;80;120;80;120;120;520;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;422.8;545.3;511.4;567.5;0;1;140;120;80;120;80;540;B
2,10E+11;11;M;1;2;1;1;13;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;667.1;627.8;647.2;611;1;1;80;120;100;120;40;460;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;1;1;3;0;1;;1;;;;;3200409;Anchieta;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;4;M;1;4;1;2;0;2;1;0;;;;;3202306;Guaçuí;32;ES;;;;1;1;1;1;505.6;379.7;476;401.1;1;1;80;120;80;100;80;460;B
2,10E+11;2;F;1;1;1;2;0;3;1;0;3205309;Vitória;32;ES;3205309;Vitória;32;ES;4;1;1;1;1;1;1;503.3;583.5;597.5;458.5;0;1;160;200;160;180;180;880;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;3205036;Vargem Alta;32;ES;3205069;Venda Nova do Imigrante;32;ES;2;1;1;1;1;1;1;465.7;527.2;485.5;517.1;0;1;140;140;120;160;160;720;B
2,10E+11;4;F;1;3;1;1;1;1;;0;;;;;3202405;Guarapari;32;ES;;;;1;1;1;1;601.3;584.9;594.5;549.2;1;1;160;160;140;160;200;820;B
2,10E+11;7;M;1;1;1;1;3;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;6;F;2;2;3;1;0;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;493.7;409.1;509.9;425.8;1;1;80;120;120;100;140;560;A
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3204609;Santa Teresa;32;ES;;;;1;1;1;1;521.6;539.8;530.5;497.5;0;1;160;200;140;160;180;840;B
2,10E+11;4;F;1;2;1;2;0;2;;0;3203320;Marataízes;32;ES;3203320;Marataízes;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;1;F;1;1;1;3;0;1;;1;;;;;3200169;Água Doce do Norte;32;ES;;;;1;1;1;1;529.7;629.5;652.6;668.7;0;1;140;200;140;160;180;820;B
2,10E+11;13;F;1;3;1;2;0;2;1;0;3204054;Pedro Canário;32;ES;3204054;Pedro Canário;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;13;F;3;3;1;1;0;1;;0;;;;;3201308;Cariacica;32;ES;;;;1;1;1;1;439.5;467;381.4;421.1;1;6;0;0;0;0;0;0;B
2,10E+11;2;F;1;1;1;2;0;3;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;1;1;1;1;647.6;634.7;648.9;769.9;0;1;160;180;140;180;200;860;B
2,10E+11;3;F;1;2;1;2;0;2;1;0;3202207;Fundão;32;ES;3200607;Aracruz;32;ES;2;1;1;1;1;1;1;537.1;559;532.4;494.4;0;1;120;200;120;120;120;680;B
2,10E+11;12;M;2;3;1;1;16;1;;0;;;;;3204906;São Mateus;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;3;1;2;0;2;1;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;454.9;411.3;430.1;357.6;1;1;120;120;80;100;40;460;B
2,10E+11;2;M;1;2;1;3;0;1;;1;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;6;M;1;0;1;1;3;1;;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;563.4;667.5;594.9;735.3;0;1;120;200;160;160;140;780;B
2,10E+11;12;F;0;3;1;2;0;2;;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;403.3;430.8;360.8;395.2;1;1;80;120;100;120;160;580;B
2,10E+11;13;M;2;1;1;1;16;1;;0;;;;;3203908;Nova Venécia;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;2;1;1;1;1;;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;492.1;517.7;415.1;444;0;1;120;120;100;120;80;540;B
2,10E+11;6;M;1;2;1;2;0;2;;0;3201209;Cachoeiro de Itapemirim;32;ES;3201209;Cachoeiro de Itapemirim;32;ES;2;1;1;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;6;F;1;2;1;1;3;1;;0;;;;;3204906;São Mateus;32;ES;;;;1;1;1;1;502;535.3;490.8;430.6;0;1;120;180;120;140;100;660;B
2,10E+11;3;M;1;0;1;2;0;2;1;0;;;;;3202405;Guarapari;32;ES;;;;1;1;1;1;434.9;614.3;420.9;593;0;1;140;180;140;140;200;800;B
2,10E+11;5;F;1;3;1;1;3;1;;0;;;;;3205200;Vila Velha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;4;F;1;2;1;2;0;2;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;10;F;1;3;1;1;6;1;;0;;;;;3201308;Cariacica;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;3;F;3;3;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;499.3;493.6;541.5;551.3;0;1;120;180;120;160;140;720;B
2,10E+11;3;F;1;1;3;2;0;2;1;0;3202405;Guarapari;32;ES;3202405;Guarapari;32;ES;2;1;1;1;1;1;1;490.9;529.8;519.8;564.4;1;1;120;160;120;140;200;740;B
2,10E+11;4;F;1;5;1;1;1;1;;0;;;;;3202405;Guarapari;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;F;1;3;1;2;0;2;1;0;;;;;3201506;Colatina;32;ES;;;;1;1;1;1;529.9;588.6;523.5;520.8;1;1;120;120;120;140;160;660;B
2,10E+11;4;M;1;3;1;1;2;1;;0;;;;;3205002;Serra;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;405.6;487.4;435.8;399.8;0;1;120;100;80;140;40;480;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3201209;Cachoeiro de Itapemirim;32;ES;;;;1;1;1;1;437.8;489.2;479;534.1;1;1;120;140;120;120;100;600;B
2,10E+11;4;F;1;2;1;2;0;2;1;0;3205200;Vila Velha;32;ES;3205309;Vitória;32;ES;2;1;1;1;1;1;1;494.5;540.4;567.7;427.8;0;1;100;120;100;120;120;560;B
2,10E+11;4;F;1;3;1;2;0;2;1;0;3205002;Serra;32;ES;3205002;Serra;32;ES;2;1;1;1;1;1;1;454.5;474.3;368.5;422.5;0;8;0;0;0;0;0;0;B
2,10E+11;7;M;1;1;1;1;0;1;;0;;;;;3205002;Serra;32;ES;;;;0;1;1;0;;453.1;423;;1;1;120;120;120;120;0;480;B
2,10E+11;3;F;1;1;1;2;0;3;1;0;3201209;Cachoeiro de Itapemirim;32;ES;3201209;Cachoeiro de Itapemirim;32;ES;4;1;1;1;1;1;1;501.9;577.5;464.9;621;0;1;160;200;180;180;160;880;B
2,10E+11;8;F;1;2;1;1;5;1;;0;;;;;3205101;Viana;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;520.9;571.3;588.7;673.7;1;1;120;120;120;120;140;620;B
2,10E+11;8;M;1;2;1;1;5;1;;0;;;;;3205002;Serra;32;ES;;;;0;1;1;0;;563.4;382.9;;1;1;120;120;100;120;120;580;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3205002;Serra;32;ES;;;;1;1;1;1;459.5;517.5;505.4;664.6;1;1;80;120;80;120;0;400;B
2,10E+11;4;M;1;1;1;2;0;3;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;4;1;1;0;0;0;0;;;;;0;;;;;;;;B
2,10E+11;2;F;1;2;1;3;0;1;;1;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;379.9;454.1;412.1;579.9;1;1;80;200;120;120;120;640;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;3205200;Vila Velha;32;ES;3205200;Vila Velha;32;ES;2;1;1;1;1;1;1;526.5;580.7;551.5;532.1;0;1;120;140;140;180;180;760;B
2,10E+11;2;F;1;3;1;2;0;2;1;0;;;;;3200169;Água Doce do Norte;32;ES;;;;1;1;1;1;459.5;500.7;495.7;478.9;1;1;80;160;120;140;120;620;B
2,10E+11;5;M;1;1;1;1;2;1;;0;;;;;3200201;Alegre;32;ES;;;;1;1;1;1;551.7;426.2;542.3;516.4;0;1;80;140;120;120;120;580;B
2,10E+11;3;F;1;3;2;2;0;2;1;0;3202108;Ecoporanga;32;ES;3202108;Ecoporanga;32;ES;2;1;1;1;1;1;1;403.9;531.7;522.2;417.6;1;1;160;200;160;200;140;860;B
2,10E+11;4;F;1;1;1;1;1;1;;0;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;483.3;618.1;611.7;470.5;0;1;140;180;120;160;160;760;B
2,10E+11;3;F;1;1;1;2;0;2;1;0;3203908;Nova Venécia;32;ES;3203908;Nova Venécia;32;ES;2;1;1;1;1;1;1;558.6;582.9;481.1;669.1;1;1;140;180;120;160;200;800;B
2,10E+11;3;M;1;3;1;2;0;2;1;0;;;;;3205200;Vila Velha;32;ES;;;;1;1;1;1;569.8;583.4;585.8;533.8;0;1;160;120;140;160;180;760;B
2,10E+11;7;M;1;3;1;1;4;1;;0;;;;;3205309;Vitória;32;ES;;;;1;1;1;1;551.9;614.2;597.2;671.2;0;1;160;200;120;120;120;720;B
2,10E+11;2;F;1;3;1;3;0;1;;1;;;;;3203205;Linhares;32;ES;;;;1;1;1;1;471.4;545;593.4;592.9;1;1;140;100;100;140;160;640;B
2,10E+11;7;F;2;1;1;1;6;1;;0;;;;;3204708;São Gabriel da Palha;32;ES;;;;0;0;0;0;;;;;1;;;;;;;;B
2,10E+11;5;M;1;2;1;1;2;1;;0;;;;;3205309;Vitória;32;ES;;;;0;0;0;0;;;;;0;;;;;;;;B
